2025-12-29T13:01:07,594 INFO  [main] base.PageBase - Waited till element By.xpath: //div/span[contains(text(),'Amazon Pay Balance')] to be visible
2025-12-29T13:01:07,594 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Mini TV Banner open Mini TV Page | Status: PASSED
2025-12-29T13:01:08,206 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Amazon Fresh Image open Amazon Fresh Page
2025-12-29T13:01:17,725 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T13:01:20,924 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T13:01:21,098 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T13:01:21,836 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Amazon Fresh Image open Amazon Fresh Page | Status: FAILED
2025-12-29T13:08:10,910 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking all will display menu
2025-12-29T13:08:18,738 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T13:08:18,776 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T13:08:22,108 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T13:08:22,821 INFO  [main] base.PageBase - Clicked Element By.id: nav-hamburger-menu
2025-12-29T13:08:23,444 INFO  [main] base.PageBase - Waited till element By.id: hmenu-content to be visible
2025-12-29T13:08:23,487 INFO  [main] base.PageBase - Element By.id: hmenu-content is Displayed Correctly
2025-12-29T13:08:23,487 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking all will display menu | Status: PASSED
2025-12-29T13:08:24,105 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Sell will open Sell page
2025-12-29T13:08:34,660 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T13:08:34,730 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T13:08:34,975 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T13:08:41,439 INFO  [main] base.PageBase - Clicked Element by Exact Text Sell
2025-12-29T13:08:41,479 INFO  [main] base.PageBase - Waited till element By.xpath: //a[text()='Start Selling' and @aria-label='Start selling to become seller on amazon'] to be visible
2025-12-29T13:08:41,505 INFO  [main] base.PageBase - Element By.xpath: //a[text()='Start Selling' and @aria-label='Start selling to become seller on amazon'] is Displayed Correctly
2025-12-29T13:08:41,514 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Sell will open Sell page | Status: PASSED
2025-12-29T13:08:42,126 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Best Sellers will open Best Sellers page
2025-12-29T13:08:51,341 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T13:08:52,403 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T13:08:52,554 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T13:08:54,497 INFO  [main] base.PageBase - Clicked Element by Exact Text Bestsellers
2025-12-29T13:08:54,561 INFO  [main] base.PageBase - Waited till element By.xpath: //h1[text()='Amazon Bestsellers'] to be visible
2025-12-29T13:08:54,600 INFO  [main] base.PageBase - Element By.xpath: //h1[text()='Amazon Bestsellers'] is Displayed Correctly
2025-12-29T13:08:54,600 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Best Sellers will open Best Sellers page | Status: PASSED
2025-12-29T13:08:55,113 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Today's Deals will open Today's Deals page
2025-12-29T13:09:05,944 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T13:09:06,143 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T13:09:06,322 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T13:09:08,485 INFO  [main] base.PageBase - Clicked Element by Exact Text Today's Deals
2025-12-29T13:09:08,534 INFO  [main] base.PageBase - Waited till element By.id: slot-2 to be visible
2025-12-29T13:09:08,567 INFO  [main] base.PageBase - Element By.id: slot-2 is Displayed Correctly
